,Example Id,Prefix,Output,Training Text,Matching Token Count,Matching Output,Matching Reference,Prefix Length,model
434,434,Pieter Wilhelm Adrianus Cort van der Linden,"Pieter Wilhelm Adrianus Cort van der Linden, a member of the Royal Society of Arts, and a member of the Royal Society of Arts, the latter being a member of the Society of Arts and Sciences.

References

External links

Category:1880 births
Category:19th-century British painters
Category:British male painters
Category:British male painters
Category:British male painters
Category:British male painters
Category:British male painters
Category:British","Pieter Wilhelm Adrianus Cort van der Linden (14 May 1846 – 15 July 1935) was a Dutch politician who served as Prime Minister of the Netherlands from 29 August 1913 to 9 September 1918.

Biography
He was the last Prime Minister to lead a liberal cabinet and the last liberal to be Prime Minister until Mark Rutte in 2010 (92 years later). However, the First Rutte cabinet only held a minority in the House of Representatives. One of Cort van der Linden's major achievements was maintaining Dutch neutrality during World War I, although personally he was pro-German.

He also introduced universal suffrage in the Netherlands in what is nowadays known as the Pacification of 1917. Because of this, the Social Democratic Workers' Party and the General League of Roman Catholic Caucuses won the 1918 elections. The Catholic Charles Ruijs de Beerenbrouck took Cort van der Linden's place as Prime Minister.

References

Literature

External Links
Paul Moeyes: Cort van der Linden, Pieter Wilhelm Adriaan, in: 1914-1918-online. International Encyclopedia of the First World War.

Decorations

Category:1846 births
Category:1935 deaths
Category:Dutch academic administrators
Category:Dutch financial writers
Category:Dutch historians
Category:Dutch jurists
Category:Dutch legal scholars
Category:Dutch legal writers
Category:Dutch magazine editors
Category:Dutch people of World War I
Category:Dutch political writers
Category:Dutch scholars of constitutional law
Category:Independent politicians in the Netherlands
Category:Jurisprudence academics
Category:Knights Grand Cross of the Order of Orange-Nassau
Category:Legal historians
Category:Leiden University alumni
Category:Monetarists
Category:Monetary economists
Category:Members of the Council of State (Netherlands)
Category:Ministers of Foreign Affairs of the Netherlands
Category:Ministers of Justice of the Netherlands
Category:Ministers of the Interior of the Netherlands
Category:Ministers of State (Netherlands)
Categ",0,Pieter Wilhelm Adrianus Cort van der Linden,Pieter Wilhelm Adrianus Cort van der Linden,10,1.4b
435,435,"Şişli may refer to:

","Şişli may refer to:

  * ""The Great War"" (1880s), a period of peace in which the Germans invaded the Ottoman Empire and the Ottoman Empire, and the British invaded the Ottoman Empire in the early 20th century.
  * ""The Great War"" (1880s), a period of peace in which the Germans invaded the Ottoman Empire and the Ottoman Empire, and the British invaded the Ottoman Empire in the early 20th century.
  *","Şişli may refer to:

 Şişli, District of Istanbul
 Şişli Plaza, tower in Istanbul, Turkey and has 40 residential floors

People with the surname
 Mehmet Şenol Şişli, Turkish rock musician

Category:Turkish-language surnames",0,"Şişli may refer to:

","Şişli may refer to:

",10,1.4b
436,436,T-cell/histiocyte-rich large,"T-cell/histiocyte-rich large T-cell lymphoma (LCLBCL) is a highly aggressive and aggressive form of lymphoma. The prognosis of patients with LCLBCL is poor, and the prognosis of patients with LCLBCL is poor. The prognosis of patients with LCLBCL is poor, and the prognosis of patients with LCLBCL is poor. The prognosis of patients with LCLBCL is poor, and the prognosis of patients with LCL","T-cell/histiocyte-rich large B-cell lymphoma (THRLBCL) is a malignancy of B-cells. B-cells are lymphocytes that normally function in the humoral immunity component of the adaptive immune system by secreting antibodies that, for example, bind to and neutralize invasive pathogens. Among the various forms of B-cell lymphomas, THRLBCL is a rarely occurring subtype of the diffuse large B-cell lymphomas (DLBCL). DLBCL are a large group of lymphomas that account for ~25% of all non-Hodgkin lymphomas worldwide. THRLBCL is distinguished from the other DLBCL subtypes by the predominance of non-malignant T-cell lymphocytes and histiocytes over malignant B-cells in its tumors and tissue infiltrates.

THRLBCL commonly afflicts middle-aged individuals but has been diagnosed in rare pediatric cases. The disease usually presents with lymphadenopathy, i.e. bulky enlargements of lymph nodes in the neck, arm pit, or groin. However, most cases are at an advanced stage at diagnoses: further examinations frequently reveal that the disease has spread to multiple internal organs and tissues. The course of the disease is usually characterized as being poorly responsive to treatment: the disease's survival rates in past studies have been only ~46%. However, recent studies suggest that novel treatments can improve these survival rates. 

Many studies have found that THRLBCL can overlap with the variant form of nodular lymphocyte predominant Hodgkin lymphoma (NLPHL). That is, some cases of variant NLPHL, which is a relatively indolent malignancy, share with THRLBCL similar disease presentations, histologies (i.e. microscopic appearances), genetic abnormalities, and apparent etiologies. Indeed, NLPHL can, in rare cases, progress into THRLBCL. Comapared to THRLBCK, however, these variant NLPHL cases are less aggressive, are more responsive to treatment, and have a better prognosis. Thus, THRLBCL and NLPHL may be biologically related diseases that rep",0,T-cell/histiocyte-rich large,T-cell/histiocyte-rich large,10,1.4b
437,437,Enantiornithes is a group of extinct,Enantiornithes is a group of extinct and extinct species of the genus *Pteronotus* and *Pteronotus* (B. J. B. S. B. J. B. S. B. J. B. S. B. J. B. S. B. J. B. S. B. J. B.,"Enantiornithes is a group of extinct avialans (""birds"" in the broad sense), the most abundant and diverse group known from the Mesozoic era. Almost all retained teeth and clawed fingers on each wing, but otherwise looked much like modern birds externally. Over 80 species of enantiornitheans have been named, but some names represent only single bones, so it is likely that not all are valid. Enantiornitheans became extinct at the Cretaceous–Paleogene boundary, along with hesperornithids and all other non-avian dinosaurs. They are thought to have no living descendants.

Discovery and naming 
The first enantiornitheans to be discovered were incorrectly referred to modern bird groups. For example, the first known enantiornithean, Gobipteryx minuta, was originally considered a paleognath related to ostriches and tinamou. Enantiornitheans were first recognized as a distinct lineage, or ""subclass"" of birds, by Cyril A. Walker in 1981. Walker made this discovery based on some partial remains from the late Cretaceous period of what is now Argentina, which he assigned to a new genus, Enantiornis, giving the entire group its name. Since the 1990s, many more complete enantiornitheans have been discovered, and it was determined that a few previously described ""birds"" (e.g. Iberomesornis, Cathayornis, and Sinornis) were also enantiornitheans.

The name ""Enantiornithes"" means ""opposite birds"", from Ancient Greek enantios (ἐνάντιος) ""opposite"" + ornithes (όρνιθες) ""birds"" . The name was coined by Cyril Alexander Walker in his landmark paper which established the group. In his paper, Walker explained what he meant by ""opposite"":

This refers to an anatomical feature – the articulation of the shoulder bones – which has a concave-convex socket joint that is the reverse of that of modern birds. Specifically, in enantiornitheans, the facet where the scapula (shoulder blade) meets the coracoid (the primary bone of the shoulder girdle in vertebrates other than mammals) is a",0,Enantiornithes is a group of extinct,Enantiornithes is a group of extinct,10,1.4b
438,438,Mohammed Abdur Rahim (born 12 December,"Mohammed Abdur Rahim (born 12 December 1947) is a former American football linebacker who played for the New York Giants and the New York Giants. He played college football at the University of North Carolina.

Career

Early years
Born in New York City, Abdur Rahim was a member of the New York Giants from the age of 11. He played college football at the University of North Carolina. He played college football at the University of North Carolina. He was a member","Mohammed Abdur Rahim (born 12 December 1974) is a Bangladeshi cricketer, born in Rajshahi. He is also known by the nickname of Hira.
Rahim has never played first-class cricket, and his single appearance at List A level came in the 2000-01 season, when he appeared for Rajshahi Division against Biman Bangladesh Airlines at Savar. He was dismissed for a second-ball duck.

References

External links
 
 

Category:Living people
Category:Rajshahi Division cricketers
Category:1974 births
Category:Bangladeshi cricketers",0,Mohammed Abdur Rahim (born 12 December,Mohammed Abdur Rahim (born 12 December,10,1.4b
439,439,Kinglet Gardens is a future neighbourhood in northwest Edmonton,"Kinglet Gardens is a future neighbourhood in northwest Edmonton, Canada. The community is located in the heart of the city, just a few minutes’ drive from the city centre. The community is also known for its beautiful gardens, which are a perfect place to spend a relaxing day.

The community is also known for its beautiful gardens, which are a perfect place to spend a relaxing day.

The community is also known for its beautiful gardens, which are a perfect place to spend a relaxing","Kinglet Gardens is a future neighbourhood in northwest Edmonton, Alberta, Canada. It was named for golden-crowned kinglets and ruby-crowned kinglets that are native to nearby Big Lake.

Kinglet Gardens is located within the Big Lake area and is identified as Neighbourhood 4 within the Big Lake Area Structure Plan (ASP). It was officially named Kinglet Gardens on May 27, 2014.

It is bounded on the west by 231 Street NW, north by the Hawks Ridge neighbourhood, east by 215 Street NW (Winterburn Road), and south by Yellowhead Trail (Highway 16).

Surrounding neighbourhoods

References 

Category:Neighbourhoods in Edmonton",1,"Kinglet Gardens is a future neighbourhood in northwest Edmonton,","Kinglet Gardens is a future neighbourhood in northwest Edmonton,",10,1.4b
440,440,BHL Tower is a commercial skyscraper,BHL Tower is a commercial skyscraper in the heart of downtown Los Angeles. The tower is a commercial building that has been used for decades by the Los Angeles Dodgers. The tower is a commercial building that has been used for decades by the Los Angeles Dodgers. The tower is a commercial building that has been used for decades by the Los Angeles Dodgers. The tower is a commercial building that has been used for decades by the Los Angeles Dodgers. The tower is a commercial building that has been used,"BHL Tower is a commercial skyscraper within the city of George Town in Penang, Malaysia. Located at Northam Road, the 30-storey building was completed in 1995 and stands at a height of .

Aside from hosting a branch of CIMB Bank, BHL Tower also houses the Consulate-General of Japan in Penang.

History 
BHL Tower, completed in 1995, is one of the oldest skyscrapers along Northam Road after the nearby MBf Tower. It originally served as the regional office of BHL Bank, which was later merged with other banks to form its successor, CIMB. To this day, CIMB maintains a branch within the structure.

See also 
List of tallest buildings in George Town
 Northam Road

References

External links 
 Consulate-General of Japan in Penang

Category:Office buildings in Penang
Category:Buildings and structures in George Town, Penang
Category:Skyscraper office buildings in Malaysia",0,BHL Tower is a commercial skyscraper,BHL Tower is a commercial skyscraper,10,1.4b
441,441,Mowtowr-e Ahmad Afshar,"Mowtowr-e Ahmad Afshar, who was a member of the Islamic Revolutionary Guards, was arrested on the charge of having been involved in a plot to assassinate the Prophet Muhammad.

The Islamic Revolutionary Guards were also involved in the assassination of the Prophet Muhammad.

The Islamic Revolutionary Guards were also involved in the assassination of the Prophet Muhammad.

The Islamic Revolutionary Guards were also involved in the assassination of the Prophet Muhammad.

The Islamic Revolutionary Guards were also involved","Mowtowr-e Ahmad Afshar (, also Romanized as Mowtowr-e Aḩmad Āfshār) is a village in Arzuiyeh Rural District, in the Central District of Arzuiyeh County, Kerman Province, Iran. At the 2006 census, its population was 23, in 4 families.

References 

Category:Populated places in Arzuiyeh County",0,Mowtowr-e Ahmad Afshar,Mowtowr-e Ahmad Afshar,10,1.4b
442,442,"Sal Esquivel (born May 19, 1948","Sal Esquivel (born May 19, 1948), a retired American football player, and a former player of the same name.

Career

Early life

Born in New York City, New York, he was the son of a former New York City police officer, and a former New York City police officer. He was a member of the New York City Police Department, and was a member of the New York Police Department's National Association of Police Officers. He was a member of","Sal Esquivel (born May 19, 1948) is an American Republican politician from the US state of Oregon. He served in the Oregon House of Representatives for District 6, representing Medford.

Early life and career
Esquivel was born in Pittsburg, California and was raised in Medford, graduating from Medford High School in 1966. Following his graduation, he joined the United States Navy and served in the Vietnam War from 1969 to 1970. He returned to Medford following the war and worked in the wood products industry while attending Southern Oregon College. In 1982, he started Western States Parts and Equipment, a heavy equipment and parts distributor. Esquivel now works as a real estate broker.

Political career
Esquivel served on the Medford City Council until 2004, when he was appointed to the Oregon State Senate to complete the term of Lenn Hannon, who resigned to take a position on the Oregon state parole board. Later that year, Esquivel ran for and won an open seat Oregon House of Representatives. He has been re-elected four times.

During 79th OREGON LEGISLATIVE ASSEMBLY--2017 Regular Session Rep. Esquivel co-sponsored House Bill 3328 along with Rep. Paul Evans that would strip veterans and disable veterans of their civil service preference upon ten years of being discharged from the military. The proposed bill did not take into consideration veterans using education benefit such has 38 USC Ch. 30 or 33 GI Bills, or Vocational Rehabilitation 38 USC Ch. 31. As of the close of the 2017 session the bill did not leave committee.

Personal
Esquivel and his wife Jan have five children and live in Medford.

References

External links
 Legislative website
 Project VoteSmart biography
 Esquivel and Associates, LLC

Category:Members of the Oregon House of Representatives
Category:Oregon state senators
Category:People from Pittsburg, California
Category:Hispanic and Latino American politicians
Category:Politicians from Medford, Oregon
Category:Living people
Categor",0,"Sal Esquivel (born May 19, 1948","Sal Esquivel (born May 19, 1948",10,1.4b
443,443,The Carseview Centre is a mental health unit,"The Carseview Centre is a mental health unit in the centre of the town of Carseview, in the south of the town. The centre is a mental health unit in the centre of the town of Carseview, in the south of the town of Carseview, in the south of the town of Carseview, in the south of the town of Carseview, in the south of the town of Carseview, in the south of the town of Carseview","The Carseview Centre is a mental health unit in the grounds of Ninewells Hospital in Dundee, Scotland. It is managed by NHS Tayside.

History
The centre, which was built at a cost of £10 million as an adult acute in-patient care centre for the Dundee area, opened in July 2001. It took over some of the functions of Royal Dundee Liff Hospital and originally had 74 beds but this had reduced to 66 beds by March 2014. The centre was the subject of a BBC Scotland documentary, Breaking Point, broadcast in July 2018.

References 

Category:Psychiatric hospitals in Scotland
Category:NHS Scotland hospitals",2,The Carseview Centre is a mental health unit in the,The Carseview Centre is a mental health unit in the,10,1.4b
444,444,The 1987 West Virginia Mountaineers football team represented,"The 1987 West Virginia Mountaineers football team represented the University of Virginia in the NCAA Division I men's basketball tournament.

The 1987 West Virginia Mountaineers football team represented the University of Virginia in the NCAA Division I men's basketball tournament.

Schedule

References

External links

Category:West Virginia Mountaineers football seasons
Category:1987 in sports in West Virginia
Category:1987 in sports in West Virginia
Category:1987 in sports in West Virginia
Category","The 1987 West Virginia Mountaineers football team represented West Virginia University in the 1987 NCAA Division I-A football season. It was the Mountaineers' 95th overall season and they competed as a Division I-A Independent. The team was led by head coach Don Nehlen, in his eighth year, and played their home games at Mountaineer Field in Morgantown, West Virginia. They finished the season with a record of six wins and six losses (6–6 overall), and with a loss against Oklahoma State in the 1987 Sun Bowl.

Schedule

Reference:

References

West Virginia Mountaineers
Category:West Virginia Mountaineers football seasons
Mountaineers",0,The 1987 West Virginia Mountaineers football team represented,The 1987 West Virginia Mountaineers football team represented,10,1.4b
445,445,Anacithara querna is a species of,"Anacithara querna is a species of sea snail, a marine gastropod mollusk, a marine gastropod mollusk, a marine gastropod mollusk, a marine gastropod mollusk, a marine gastropod mollusk, a marine gastropod mollusk, a marine gastropod mollusk, a marine gastropod mollusk, a marine gastropod mollusk, a marine gastropod mollusk, a marine gastropod moll","Anacithara querna is a species of sea snail, a marine gastropod mollusk in the family Horaiclavidae.

Description
(Original description) The length of the shell attains 5.5 mm, its diameter 2 mm. A thickened pale brown or straw-coloured shell with few ribs, the number only extending to nine on the body whorl. Altogether it is seven-whorled, two of these being apical. The outer lip is thickened. No trace of sinus is perceptible. The columella is straight. The siphonal canal is very short.

Distribution
This marine species occurs off Iran

References

External links
 Tucker, J.K. (2004). ""Catalog of recent and fossil turrids (Mollusca: Gastropoda)"". Zootaxa. 682:1-1295.

querna
Category:Gastropods described in 1910",11,"Anacithara querna is a species of sea snail, a marine gastropod mollusk","Anacithara querna is a species of sea snail, a marine gastropod mollusk",10,1.4b
446,446,"Thomas Joseph Taylor (born September 14, 1962)","Thomas Joseph Taylor (born September 14, 1962) is a retired American football player who played for the New York Giants in the National Football League (NFL) and the New York Giants.

Career

Early years
Taylor was born in New York City, New York, and grew up in the Bronx. He attended the Bronx Zoo, where he played football for the Bronx. He played college football at the University of New York, where he played college football for the New York Giants.","Thomas Joseph Taylor (born September 14, 1962) is a former American football  guard for the Los Angeles Rams in the National Football League. He played collegiately at Georgia Tech.

External links
NFL.com player page

Category:1962 births
Category:Living people
Category:Sportspeople from Los Angeles County, California
Category:Players of American football from California
Category:American football offensive guards
Category:Georgia Tech Yellow Jackets football players
Category:Los Angeles Rams players
Category:People from Acton, California",2,"Thomas Joseph Taylor (born September 14, 1962) is a","Thomas Joseph Taylor (born September 14, 1962) is a",10,1.4b
447,447,Gareth Andrew Bacon (born 7 April 1972),"Gareth Andrew Bacon (born 7 April 1972) is a former professional footballer who played as a midfielder for the Liverpool FC.

Career

Early career
Bacon was born in Liverpool, England. He began his career at the age of five, playing for the Liverpool FC in the youth team of the youth team. He made his debut for the club in the first round of the FA Cup in the first round of the FA Cup in the first round of the FA Cup in the first","Gareth Andrew Bacon (born 7 April 1972) is a British politician serving as the Member of Parliament (MP) for Orpington since 2019. A member of the Conservative Party, he has been a Member of the London Assembly (MLA) since the 2008 election. He was leader of the Greater London Authority Conservatives group from 2015 to 2019. On 8 November 2019, he was selected by Orpington Conservatives as their candidate in the 2019 general election, as incumbent Jo Johnson chose not to seek reelection.

Early life 
Bacon was born in Hong Kong, and studied at St. Mary's and St. Joseph's School in Sidcup, then at University of Kent at Canterbury where he was awarded a Bachelor of Arts honours degree in Politics and Government in 1996, followed by a Master of Arts degree in European Studies in 1997. He worked as head of the public sector division of Martin Ward Anderson from 2004.

Career 

In the London Mayoral/Assembly elections of 2008, having been ranked third on the Conservative Party top-up list, Gareth Bacon secured one of the three 'party list' seats won by the party. In 2012, he was ranked second on the Conservative party top-up list and went on to be re-elected to the London Assembly.

In June 2010, Gareth Bacon was appointed by the Mayor of London Boris Johnson to serve on the London Fire & Emergency Planning Authority. In January 2015, he succeeded James Cleverly as the Chairman of the Authority after Cleverly had resigned following his selection as the Conservative Prospective Parliamentary Candidate for Braintree in the forthcoming General Election. 

In September 2015, Gareth Bacon was selected to be the Conservative candidate for the London Assembly constituency of Bexley & Bromley. At the following election he was duly elected to the London Assembly with 87,460 votes (46.1%) and a majority of 41,699. In October 2015, he succeeded Andrew Boff as the Leader of the GLA Conservative Group at City Hall. 

In the London Assembly, Gareth Bacon Chairs the Londo",2,Gareth Andrew Bacon (born 7 April 1972) is a,Gareth Andrew Bacon (born 7 April 1972) is a,10,1.4b
448,448,Tout recommencer is the third studio album of,"Tout recommencer is the third studio album of the year, and the album is the first of a three-disc set of the year. The album was released in November, and the album was released on the same day as the album's release.

Track listing

Personnel

Production

Production

Production

Production

Release history

References

External links

Category:2000 albums
Category:Albums produced by John B. DeM","Tout recommencer is the third studio album of the French-born Portuguese singer David Carreira and the first to mainly target the French language market after two successful albums in Portugal, N.1 (2011) and A força está em nós (2013). It was released on 22 August 2014 and reached number 8 on the official SNEP French Albums Chart, also charting in Belgium's French Wallonia Ultratop Albums Chart.

The album contains some French-language adaptations of hits in his previous albums, like ""Boom"" and the French/English ""Viser le K.O."" the latter featuring Snoop Dogg, a remake of the Portuguese/English Carreira hit titled ""A força está em nós"", the title track from his 2013 album A força está em nós.

Track list

Charts

References

Category:2014 albums
Category:David Carreira albums
Category:French-language albums
Category:Warner Music France albums",1,Tout recommencer is the third studio album of the,Tout recommencer is the third studio album of the,10,1.4b
449,449,Sean Wirtz (also Sean Kelly and,"Sean Wirtz (also Sean Kelly and Sean Kelly) and the rest of the team.

The first round of the playoffs will be played on Sunday, May 19th at the Pepsi Center in New York City. The first round of the playoffs will be played on Sunday, May 20th at the Pepsi Center in New York City. The first round of the playoffs will be played on Sunday, May 21st at the Pepsi Center in New York City.","Sean Wirtz (also Sean Kelly and Sean Kelly-Wirtz; born October 31, 1979 in Marathon, Ontario) is a Canadian figure skater who competed in pair skating and single skating. He teamed up with Elizabeth Putnam in the summer of 2002. They are the 2006 Four Continents bronze medalists and two-time (2003, 2004) Canadian national bronze medalists. Wirtz announced his retirement from competitive skating on August 28, 2007.

Wirtz is the nephew of coach Paul Wirtz and former Olympic pair skater Kris Wirtz.

Programs 
(with Putnam)

Results

Pairs skating with Putnam

Pair skating with Dubois

Singles career

References

External links

 
 

Category:1979 births
Category:Canadian male single skaters
Category:Canadian male pair skaters
Category:Living people
Category:People from Thunder Bay District
Category:Four Continents Figure Skating Championships medalists",2,Sean Wirtz (also Sean Kelly and Sean Kelly,Sean Wirtz (also Sean Kelly and Sean Kelly,10,1.4b
450,450,3/24 () is the first and only 24,"3/24 () is the first and only 24th letter of the alphabet.

The letter ""A"" is the first letter of the alphabet.

The letter ""B"" is the first letter of the alphabet.

The letter ""C"" is the first letter of the alphabet.

The letter ""D"" is the first letter of the alphabet.

The letter ""E"" is the first letter of the alphabet.

The letter ""F"" is the","3/24 () is the first and only 24-hour rolling news and information service in Catalonia, operated by Televisió de Catalunya (TVC). It is part of the five channel DVB-T multiplex of TVC. Currently, it broadcasts in digital terrestrial (DVB-T) and cable (DVB-C) television. Analogue broadcasting (PAL) was shut down on 3 April 2010.

Although satellite (DVB-S) broadcasting was initially considered, it was discarded due to the high cost of uploading the channel stream into satellites.

History

3/24 was born on 11 September 2003 as an initiative of the Catalan public television to develop digital terrestrial television in Catalonia. However, a general lack of DVB-T set top boxes combined with slight public interest towards digital terrestrial television prompted TVC to simulcast in analogue.

From its launch on 11 September 2003 until 12 June 2004, 3/24 was on air daily from 11 p.m. till 8:30 a.m.. The channel now operates as a regular full-time channel.

Contents
3/24 devotes exclusively to live news and information, including news, traffic (morning), sports and stock markets from Bolsa de Barcelona. Originally, 3/24 was to become the first 24-hour news service in Catalonia. Later, this plan was dropped, and it was remade into a continuous information service. In consequence, this channel now also features special blocks dedicated to science, society, history, etc.

Most of the day, under the title Notícies 3/24, the channel features a 30-minute informational wheel, including 2 minutes of headlines, 18 minutes of news, 8 minutes of sports and 2 minutes of regional weather. Along with other Televisió de Catalunya's channels, no live programming is featured between 01:00 and 07:00 unless news breaks.

3/24 also shares programs with sister channel TV3. It simulcasts TV3's daily news programs, Telenotícies every day at 14:30-16:00 and 21-22:00; and its morning news program Els Matins every weekday 08:00-10:15. Also, in the early morning, TV3 also simulcasts 3/24 from ",0,3/24 () is the first and only 24,3/24 () is the first and only 24,10,1.4b
451,451,The London Corinthian Sailing Club is based on,"The London Corinthian Sailing Club is based on the famous sailing ship, the _Carnival_, which was built in 1869. The ship was built in 1869 and was the first sailing ship to be built in the United States. The ship was built in 1869 and was the first sailing ship to be built in the United States. The ship was built in 1869 and was the first sailing ship to be built in the United States. The ship was built in 1869 and","The London Corinthian Sailing Club is based on the river Thames at Hammersmith. Its activities include Dinghy sailing and racing on the river, and yachting in the Solent and further afield, as well as an active social side including 'Club Nights' every Tuesday evening. 

An RYA-approved offshore training establishment with a full training programme is provided, including RYA theory and practical courses for Competent Crew, day skipper, coastal skipper and yachtmaster.

Dinghy racing takes place most weekends throughout the year and some evenings during the summer. Mostly dinghies raced are Enterprises and Lasers. In addition to sailing at Hammersmith, there are regular events against other dinghy clubs on the Thames and clubs further afield.

The yachting programme includes cruises (around the UK, cross-channel, in the Mediterranean and the Caribbean), training weekends, treasure hunts and races organised by the club. The club also participates in winter and spring series racing in the Solent, Cowes Week, Round the Island Race, Cork week, offshore JOG races, RORC races, the Fastnet race and some member-organised events.

The clubhouse is a Georgian building with river views and full facilities.

History

The club was established as the Corinthian Sailing Club in 1894, by a group of sailing enthusiasts who launched their boats from Bell Steps, beside the Black Lion pub, and close to the Hammersmith and Chiswick border. In the early years the members were all men and used to meet at each other's homes to discuss sailing matters and racing. It was then discovered that a new member owned a pub closer to the City and meetings were promptly convened there instead. 

This stretch of the Thames tideway was also originally home to the London Sailing Club, which rented a clubhouse directly on the river between The Dove and The Rutland pubs. When the London Sailing Club moved down river towards Essex, the Corinthians were offered the lease of th",1,The London Corinthian Sailing Club is based on the,The London Corinthian Sailing Club is based on the,10,1.4b
452,452,Oldřich Červinka (born,"Oldřich Červinka (born 1878)
  * **Šerovice** (born 1878)
  * **Šerovice** (born 1878)
  * **Šerovice** (born 1878)
  * **Šerovice** (born 1878)
  * **Šerovice** (born 1878)
  * **Šerovice** (born","Oldřich Červinka (born 1905, date of death unknown) was a Czech cyclist. He competed in two events at the 1924 Summer Olympics.

References

Category:1905 births
Category:Year of death missing
Category:Czech male cyclists
Category:Olympic cyclists of Czechoslovakia
Category:Cyclists at the 1924 Summer Olympics
Category:Place of birth missing",0,Oldřich Červinka (born,Oldřich Červinka (born,10,1.4b
453,453,SQALE (Software Quality Assessment based on Lifecycle,"SQALE (Software Quality Assessment based on Lifecycle Management)

The software is designed to be used by a large number of people. The software is designed to be used by a large number of people. The software is designed to be used by a large number of people. The software is designed to be used by a large number of people. The software is designed to be used by a large number of people. The software is designed to be used by a large number of people. The software","SQALE (Software Quality Assessment based on Lifecycle Expectations) is a method to support the evaluation of a software application source code. It is a generic method, independent of the language and source code analysis tools, licensed under the Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported license. Software editors can freely use and implement the SQALE method.

The SQALE method was developed by inspearit France (formerly DNV ITGS France). It is used by many organizations for applications of any type and any size. This method is implemented by several static code analysis tools that produce the defined indices and indicators. In addition, this method allows doing the precise management of design debt for Agile software development projects.

History 
The SQALE method has been developed to answer a general need for assessing the quality of source code. It is meant to answer fundamental questions such as:
 What is the quality of the source code delivered by the developers?
 Is the code changeable, maintainable, portable, reusable?
 What is the design debt stored up by the project?

Standards, like ISO 9126, do not provide effective support about the manner of building a global answer. To be able to evaluate the quality of source code, the developers community needs a generic method having the following properties:	
Objective, specific and reproducible
Producing indices, syntheses or/and indicators easily understandable and helping to make decisions relating to the improvement of the source code
Independent of the languages
Independent of the tools for analysis

Fundamental principles 
 The quality of the source code is a non-functional requirement.
The requirements in relation to the quality of the source code have to be formalised according to the same quality criteria as all other requirements.
Assessing the quality of a source code is in essence assessing the distance between its state and its expected quality objective.
The SQALE metho",0,SQALE (Software Quality Assessment based on Lifecycle,SQALE (Software Quality Assessment based on Lifecycle,10,1.4b
454,454,Epophthalmia a genus of dragonflies in,"Epophthalmia a genus of dragonflies in the family Euphorbia.

References

Category:Euphorbia
Category:Euphorbia
Category:Taxa named by Alexander Hamilton
Category:Taxa named by Alexander Hamilton
Category:Taxa named by Alexander Hamilton
Category:Taxa named by Alexander Hamilton
Category:Taxa named by Alexander Hamilton
Category:Taxa named by Alexander Hamilton
Category:Taxa named by Alexander Hamilton
Category","Epophthalmia a genus of dragonflies in the family Macromiidae.

The genus contains the following species:

Epophthalmia australis 
Epophthalmia elegans  – regal pond cruiser
Epophthalmia frontalis 
Epophthalmia kuani 
Epophthalmia vittata 
Epophthalmia vittigera

References

Category:Macromiidae
Category:Anisoptera genera
Category:Taxa named by Hermann Burmeister",2,Epophthalmia a genus of dragonflies in the family,Epophthalmia a genus of dragonflies in the family,10,1.4b
455,455,"Wanless may refer to:

 Wanless","Wanless may refer to:

 Wanless, a former member of the Wanless family, was a member of the Wanless family from the late 1800s until his death in 1883. He was a member of the Wanless family from the late 1800s until his death in 1883.

References

Category:18th-century American politicians
Category:18th-century American politicians
Category:American people of Chinese descent
Category:American people of","Wanless may refer to:

 Wanless (surname), an English surname
 Wanless, Manitoba, a hamlet in the Rural Municipality of Kelsey, Manitoba, Canada
 Wanless station
 Wanless, West Virginia, an unincorporated community in Pocahontas County, West Virginia, United States
 Wanless Park, a neighbourhood and park in Toronto, Ontario, Canada",0,"Wanless may refer to:

 Wanless","Wanless may refer to:

 Wanless",10,1.4b
